S4_Temp,S1_Light,S2_Light,S3_Light,S1_Sound,S2_Sound,S3_Sound,S5_CO2_Slope,S6_PIR,S7_PIR
26.31,14,19,85,0.07,0.05,0.06,-2.519230769,0,0
26.31,14,19,85,0.06,0.05,0.06,-2.492307692,0,0
26.31,14,19,86,0.08,0.06,0.06,-2.515384615,0,0
26.38,14,19,86,0.07,0.05,0.08,-2.538461538,0,0
26.31,14,19,86,0.07,0.05,0.06,-2.565384615,0,0
26.31,14,19,87,0.07,0.05,0.05,-2.55,0,0
26.31,14,19,85,0.06,0.05,0.06,-2.634615385,0,0
26.31,14,19,85,0.08,0.06,0.07,-2.769230769,0,0
26.31,14,18,85,0.06,0.05,0.06,-2.807692308,0,0
26.31,14,19,85,0.07,0.05,0.06,-2.8,0,0
26.31,15,19,87,0.08,0.05,0.06,-2.796153846,0,0
26.38,15,20,90,0.08,0.05,0.06,-2.742307692,0,0
26.31,15,19,89,0.08,0.05,0.06,-2.680769231,0,0
26.31,14,19,88,0.07,0.05,0.06,-2.565384615,0,0
26.31,14,18,85,0.07,0.05,0.06,-2.303846154,0,0
26.31,14,17,83,0.07,0.06,0.08,-2.088461538,0,0
26.31,14,17,81,0.08,0.1,0.11,-1.923076923,0,0
26.31,14,17,80,0.07,0.06,0.06,-1.861538462,0,0
26.31,14,17,80,0.08,0.05,0.06,-1.807692308,0,0
26.31,13,16,79,0.07,0.1,0.06,-1.765384615,0,0
26.31,14,17,80,0.07,0.05,0.08,-1.788461538,0,0
26.31,14,17,80,0.08,0.07,0.08,-1.830769231,0,0
26.31,14,16,80,0.08,0.05,0.08,-1.796153846,0,0
26.31,13,17,80,0.08,0.04,0.06,-1.730769231,0,0
26.31,13,16,79,0.1,0.05,0.06,-1.680769231,0,0
26.31,13,16,79,0.07,0.05,0.12,-1.734615385,0,0
26.31,13,16,78,0.07,0.05,0.06,-1.742307692,0,0
26.38,13,16,78,0.07,0.05,0.06,-1.85,0,0
26.38,13,16,78,0.07,0.05,0.07,-1.915384615,0,0
26.31,13,16,79,0.08,0.11,0.09,-2.030769231,0,0
26.38,14,17,80,0.06,0.05,0.06,-2.096153846,0,0
26.31,14,17,81,0.07,0.05,0.06,-2.211538462,0,0
26.31,14,17,81,0.07,0.05,0.06,-2.380769231,0,0
26.38,14,16,80,0.07,0.05,0.06,-2.6,0,0
26.31,13,17,80,0.08,0.05,0.06,-2.673076923,0,0
26.38,13,16,80,0.07,0.05,0.06,-2.792307692,0,0
26.31,13,16,80,0.07,0.07,0.07,-2.957692308,0,0
26.31,13,16,80,0.07,0.05,0.06,-3.169230769,0,0
26.31,13,16,80,0.07,0.05,0.06,-3.326923077,0,0
26.31,13,16,79,0.07,0.06,0.07,-3.469230769,0,0
26.31,13,16,79,0.08,0.05,0.07,-3.592307692,0,0
26.31,13,16,80,0.07,0.05,0.06,-3.696153846,0,0
26.38,13,16,79,0.07,0.05,0.07,-3.734615385,0,0
26.31,13,16,79,0.07,0.05,0.07,-3.761538462,0,0
26.31,13,15,78,0.07,0.05,0.07,-3.680769231,0,0
26.25,107,33,77,1.29,0.4,0.06,-3.634615385,1,1
26.31,112,34,76,0.9,0.36,0.41,-3.526923077,0,0
26.31,114,35,77,0.07,0.05,0.06,-3.357692308,0,0
26.31,116,35,77,0.18,0.06,0.07,-3.173076923,1,0
26.31,118,35,79,0.21,0.05,0.13,-2.973076923,0,0
26.31,119,35,76,0.24,0.11,0.11,-2.815384615,0,0
26.25,119,35,74,0.26,0.06,0.06,-2.703846154,1,0
26.31,119,35,73,0.08,0.05,0.05,-2.542307692,1,0
26.31,120,35,72,0.17,0.05,0.07,-2.288461538,0,0
26.25,120,34,71,1.51,0.69,0.57,-2.092307692,0,0
26.31,120,34,71,0.08,0.05,0.06,-1.907692308,0,0
26.25,120,34,71,0.07,0.05,0.06,-1.776923077,0,0
26.38,120,34,70,0.08,0.05,0.06,-1.65,0,0
26.31,120,34,70,0.08,0.05,0.06,-1.580769231,0,0
26.31,120,34,70,0.07,0.05,0.59,-1.426923077,0,0
26.31,120,34,70,1.71,0.63,0.07,-1.284615385,0,0
26.31,120,34,70,0.07,0.05,0.06,-1.157692308,0,0
26.31,119,34,70,0.17,0.05,0.48,-1.096153846,0,0
26.38,120,34,68,1.49,0.58,0.15,-1.053846154,0,0
26.31,120,33,67,1.44,0.49,0.52,-1.130769231,0,0
26.31,119,33,68,0.21,0.06,0.09,-1.184615385,1,0
26.38,120,34,69,1.75,0.06,0.55,-1.265384615,1,0
26.31,120,33,69,0.72,0.63,0.26,-1.276923077,0,0
26.31,119,33,67,0.1,0.25,0.06,-1.219230769,0,0
26.31,119,33,67,0.08,0.09,0.07,-1.188461538,0,0
26.31,119,33,65,0.08,0.12,0.09,-1.138461538,0,0
26.31,120,33,65,0.07,0.05,0.08,-1.073076923,0,0
26.25,119,32,64,0.08,0.08,0.07,-0.992307692,0,0
26.31,119,32,65,0.32,0.09,0.09,-0.946153846,0,0
26.31,119,33,65,0.08,0.05,0.07,-0.888461538,1,0
26.31,119,33,65,0.07,0.05,0.16,-0.861538462,1,0
26.31,119,33,65,0.41,0.12,0.06,-0.865384615,0,0
26.31,119,32,65,0.94,0.1,0.1,-0.761538462,0,0
26.25,119,33,66,0.1,0.16,0.12,-0.688461538,0,0
26.31,119,33,67,0.47,0.1,0.2,-0.546153846,0,0
26.25,119,33,67,0.63,0.15,0.09,-0.434615385,0,0
26.25,120,33,68,0.3,0.1,0.1,-0.407692308,0,0
26.25,119,33,68,0.2,0.1,0.08,-0.419230769,0,0
26.25,119,33,67,0.09,0.06,0.06,-0.419230769,0,0
26.31,120,33,67,0.1,0.05,0.06,-0.407692308,0,0
26.25,120,33,67,0.13,0.05,0.06,-0.430769231,0,0
26.13,12,15,61,0.08,0.05,0.06,0,0,0
26.19,12,15,60,0.07,0.06,0.06,0,0,0
26.13,12,15,61,0.07,0.15,0.1,0,0,0
26.13,12,15,60,0.13,0.05,0.06,0,0,0
26.13,12,14,60,0.08,0.05,0.06,0,0,0
26.19,12,14,59,0.1,0.11,0.11,0,0,0
26.19,12,14,59,0.08,0.05,0.06,0,0,0
26.19,11,14,58,0.08,0.05,0.07,0,0,0
26.13,11,14,58,0.08,0.05,0.07,0,0,0
26.19,11,14,56,0.07,0.15,0.14,0,0,0
26.19,11,14,55,0.1,0.05,0.06,0,0,0
26.13,11,14,55,0.08,0.06,0.07,0,0,0
26.13,11,14,55,0.07,0.06,0.07,0,0,0
26.13,11,14,56,0.08,0.05,0.07,0,0,0
26.13,11,14,57,0.08,0.05,0.06,0,0,0
26.13,11,14,57,0.08,0.05,0.06,0,0,0
26.13,11,14,56,0.08,0.06,0.06,0,0,0
26.13,11,14,56,0.08,0.06,0.07,0,0,0
26.13,11,14,55,0.08,0.05,0.05,0,0,0
26.13,11,14,54,0.1,0.08,0.06,0,0,0
26.13,11,14,54,0.11,0.06,0.09,0,0,0
26.13,11,14,55,0.08,0.05,0.06,0,0,0
26.13,11,14,55,0.08,0.06,0.06,0,0,0
26.13,11,13,54,0.08,0.05,0.06,0,0,0
26.13,10,13,54,0.09,0.07,0.07,0,0,0
26.19,10,13,54,0.09,0.05,0.07,0,0,0
26.13,10,13,53,0.07,0.06,0.06,0,0,0
26.13,10,12,52,0.08,0.05,0.06,0,0,0
26.13,10,12,51,0.07,0.05,0.07,0,0,0
26.13,10,12,51,0.08,0.09,0.07,0,0,0
26.13,10,12,51,0.08,0.05,0.05,0,0,0
26.13,10,12,51,0.08,0.05,0.06,0,0,0
26.13,10,12,50,0.08,0.05,0.06,0,0,0
26.13,10,12,50,0.09,0.07,0.08,0,0,0
26.13,10,12,50,0.08,0.05,0.06,0,0,0
26.13,10,12,49,0.07,0.05,0.06,0,0,0
26.19,10,12,49,0.08,0.05,0.07,0,0,0
26.13,10,12,49,0.08,0.05,0.06,0,0,0
26.13,10,12,49,0.08,0.05,0.06,0,0,0
26.13,10,12,49,0.08,0.05,0.06,0,0,0
26.13,10,11,49,0.07,0.06,0.06,0,0,0
26.13,10,11,49,0.08,0.05,0.06,0,0,0
26.19,10,11,48,0.08,0.05,0.06,0,0,0
26.13,9,11,47,0.08,0.05,0.06,0,0,0
26.13,9,11,46,0.07,0.06,0.06,0,0,0
26.13,9,11,46,0.07,0.05,0.06,0,0,0
26.13,9,11,45,0.07,0.05,0.06,0,0,0
26.13,9,10,45,0.08,0.05,0.07,0,0,0
26.06,9,10,45,0.08,0.06,0.06,0,0,0
26.19,9,10,45,0.08,0.06,0.06,0,0,0
26.13,9,10,45,0.07,0.06,0.07,0,0,0
26.13,9,10,45,0.08,0.06,0.06,0,0,0
26.19,9,10,45,0.08,0.06,0.08,0,0,0
26.13,9,10,45,0.08,0.05,0.06,0,0,0
26.13,9,10,45,0.07,0.05,0.05,0,0,0
26.13,9,10,45,0.07,0.05,0.06,0,0,0
26.13,9,10,45,0.07,0.05,0.06,0,0,0
26.13,9,10,44,0.08,0.05,0.07,0,0,0
26.13,8,10,44,0.08,0.06,0.06,0,0,0
26.13,8,10,43,0.08,0.04,0.06,0,0,0
26.13,8,10,43,0.08,0.04,0.07,0,0,0
26.13,8,10,43,0.08,0.05,0.07,0,0,0
26.19,8,10,43,0.08,0.06,0.06,0,0,0
26.19,8,10,42,0.08,0.06,0.07,0,0,0
26.19,8,10,42,0.09,0.05,0.09,0,0,0
26.19,8,10,41,0.08,0.05,0.06,0,0,0
26.13,8,10,41,0.08,0.06,0.07,0,0,0
26.13,8,10,41,0.07,0.05,0.06,0,0,0
26.13,8,10,40,0.09,0.05,0.1,0,1,0
26.13,8,10,40,0.14,0.12,0.15,0,0,0
26.13,8,10,40,0.08,0.04,0.06,0,0,0
26.19,7,10,40,0.07,0.04,0.06,0,0,0
26.13,7,9,40,0.07,0.05,0.06,0,0,0
26.19,7,9,39,0.12,0.14,0.11,0,0,0
26.25,7,9,39,0.08,0.14,0.06,0,0,0
26.19,7,9,39,0.12,0.06,0.14,0,0,0
26.19,7,9,39,0.09,0.06,0.09,0,0,0
26.19,7,9,38,0.08,0.11,0.07,0,0,0
26.19,7,9,38,0.08,0.07,0.06,0,0,0
26.19,7,9,38,0.08,0.07,0.06,0,0,0
26.19,7,9,38,0.07,0.05,0.06,-0.046153846,0,0
26.31,7,9,37,0.09,0.05,0.07,-0.042307692,0,0
26.19,7,9,37,0.08,0.05,0.06,-0.038461538,0,0
26.19,7,9,37,0.08,0.05,0.06,-0.034615385,0,0
26.19,7,8,37,0.08,0.04,0.07,-0.030769231,0,0
26.19,7,8,36,0.08,0.04,0.06,-0.073076923,0,0
26.13,7,8,36,0.07,0.05,0.06,-0.111538462,0,0
26.13,7,8,36,0.08,0.05,0.06,-0.146153846,0,0
26.13,6,8,36,0.08,0.05,0.08,-0.176923077,0,0
26.13,6,8,36,0.08,0.05,0.06,-0.203846154,0,0
26.13,6,8,36,0.08,0.05,0.07,-0.226923077,0,0
26.13,6,8,35,0.07,0.05,0.07,-0.246153846,0,0
26.19,6,8,35,0.07,0.05,0.06,-0.261538462,0,0
26.13,6,8,35,0.08,0.05,0.06,-0.273076923,0,0
26.13,6,8,35,0.08,0.05,0.07,-0.280769231,0,0
26.13,6,8,35,0.08,0.05,0.05,-0.238461538,0,0
26.13,6,8,35,0.08,0.05,0.07,-0.196153846,0,0
26.13,6,8,35,0.08,0.05,0.06,-0.153846154,0,0
26.13,6,7,35,0.07,0.05,0.06,-0.111538462,0,0
26.13,6,7,35,0.08,0.05,0.06,-0.069230769,0,0
26.13,6,7,35,0.09,0.06,0.06,-0.026923077,0,0
26.13,6,7,35,0.08,0.05,0.06,-0.030769231,0,0
26.13,6,7,35,0.08,0.05,0.06,-0.030769231,0,0
26.13,6,7,35,0.08,0.06,0.07,0.019230769,0,0
26.19,6,7,35,0.08,0.06,0.06,0.069230769,0,0
26.13,5,7,35,0.08,0.06,0.07,0.069230769,0,0
26.13,5,7,35,0.08,0.04,0.06,0.115384615,0,0
26.13,5,7,34,0.08,0.04,0.06,0.161538462,0,0
26.13,5,7,33,0.07,0.05,0.06,0.161538462,0,0
26.13,5,7,32,0.08,0.05,0.06,0.211538462,0,0
26.19,5,6,31,0.07,0.06,0.06,0.165384615,0,0
26.13,5,6,30,0.08,0.05,0.06,0.165384615,0,0
26.06,5,6,30,0.08,0.05,0.06,0.161538462,0,0
26.13,5,6,30,0.08,0.05,0.06,0.107692308,0,0
26.13,5,6,29,0.08,0.05,0.06,0.053846154,0,0
26.06,5,6,29,0.08,0.05,0.06,-1.23E-17,0,0
26.06,5,6,29,0.08,0.06,0.06,-0.053846154,0,0
26.13,5,6,29,0.07,0.05,0.06,-0.107692308,0,0
26.13,5,6,29,0.08,0.05,0.07,-0.161538462,0,0
26.13,5,6,29,0.08,0.05,0.06,-0.215384615,0,0
26.13,5,5,28,0.08,0.06,0.05,-0.219230769,0,0
26.13,5,5,28,0.07,0.05,0.06,-0.219230769,0,0
26.13,5,5,28,0.31,0.12,0.34,-0.169230769,0,0
26.06,5,5,27,0.08,0.34,0.06,-0.165384615,0,0
26.13,5,5,27,0.08,0.05,0.07,-0.157692308,0,0
26.13,5,5,27,0.08,0.05,0.06,-0.146153846,0,0
26.13,5,5,26,0.08,0.05,0.06,-0.180769231,0,0
26.06,5,5,26,0.08,0.05,0.07,-0.215384615,0,0
26.06,5,5,26,0.08,0.06,0.06,-0.153846154,0,0
26.13,5,5,25,0.07,0.05,0.06,-0.092307692,0,0
26.06,5,5,25,0.08,0.05,0.06,-0.030769231,0,0
26.06,5,5,25,0.07,0.06,0.06,0.030769231,0,0
26.13,5,5,24,0.07,0.05,0.06,0.046153846,0,0
26.19,5,5,24,0.07,0.05,0.06,0.015384615,0,0
26.19,5,5,24,0.08,0.07,0.06,0.080769231,0,0
26.13,5,5,24,0.08,0.06,0.06,0.05,0,0
26.13,4,5,24,0.08,0.05,0.06,0.115384615,0,0
26.19,4,5,24,0.07,0.05,0.06,0.180769231,0,0
26.13,4,5,24,0.08,0.06,0.07,0.15,0,0
26.13,4,5,24,0.09,0.06,0.07,0.119230769,0,0
26.13,4,5,24,0.08,0.06,0.06,0.088461538,0,0
26.13,4,5,24,0.08,0.05,0.06,0.057692308,0,0
26.13,4,5,24,0.07,0.05,0.06,0.026923077,0,0
26.13,4,5,24,0.07,0.05,0.06,-0.003846154,0,0
26.13,4,5,24,0.07,0.05,0.06,-0.034615385,0,0
26.13,4,5,24,0.07,0.04,0.06,-0.019230769,0,0
26.13,4,4,25,0.08,0.05,0.06,-0.007692308,0,0
26.13,4,4,26,0.07,0.05,0.06,0.003846154,0,0
26.13,4,4,26,0.07,0.05,0.07,-0.030769231,0,0
26.19,4,4,25,0.07,0.05,0.06,-0.065384615,0,0
26.19,4,4,24,0.08,0.06,0.06,-0.1,0,0
26.13,4,4,23,0.08,0.06,0.06,-0.134615385,0,0
26.13,4,4,22,0.09,0.08,0.07,-0.169230769,0,0
26.13,4,4,20,0.13,0.09,0.11,-0.153846154,0,0
26.13,4,4,20,0.09,0.08,0.08,-0.088461538,0,0
26.19,3,4,20,0.08,0.05,0.07,-0.023076923,0,0
26.25,3,4,20,0.08,0.06,0.07,-0.003846154,0,0
26.19,3,4,19,0.07,0.08,0.07,-0.030769231,0,0
26.19,3,4,19,0.08,0.05,0.06,-0.057692308,0,0
26.19,3,4,19,0.1,0.16,0.11,-0.034615385,0,0
26.19,3,4,19,0.09,0.06,0.11,-0.057692308,0,0
26.19,3,4,18,0.08,0.07,0.06,-0.030769231,0,0
26.13,3,4,18,0.08,0.06,0.06,-6.16E-18,0,0
26.13,3,3,17,0.08,0.05,0.06,-0.015384615,0,0
26.13,3,3,17,0.08,0.05,0.06,-0.030769231,0,0
26.19,3,3,17,0.08,0.05,0.06,-0.046153846,0,0
26.13,3,3,16,0.07,0.05,0.06,-0.061538462,0,0
26.19,3,3,16,0.08,0.05,0.06,-0.076923077,0,0
26.13,3,3,16,0.07,0.05,0.06,-0.092307692,0,0
26.19,3,3,15,0.08,0.06,0.06,-0.107692308,0,0
26.25,3,3,15,0.07,0.05,0.07,-0.073076923,0,0
26.13,3,3,15,0.08,0.05,0.07,0.011538462,0,0
26.13,3,3,15,0.08,0.05,0.07,-6.16E-18,0,0
26.13,3,3,14,0.07,0.05,0.07,-0.011538462,0,0
26.13,2,3,14,0.07,0.04,0.07,-0.023076923,0,0
26.13,2,3,14,0.08,0.06,0.07,-0.034615385,0,0
26.13,2,3,14,0.07,0.04,0.06,-0.046153846,0,0
26.19,2,3,14,0.08,0.05,0.06,-0.057692308,0,0
26.13,2,3,14,0.08,0.04,0.06,-0.069230769,0,0
26.19,2,3,14,0.08,0.05,0.06,-0.030769231,0,0
26.19,2,3,14,0.08,0.05,0.06,0.011538462,0,0
26.19,2,2,14,0.08,0.05,0.06,0.007692308,0,0
26.13,2,2,13,0.07,0.06,0.06,0.003846154,0,0
26.13,2,2,13,0.07,0.05,0.05,-7.70E-19,0,0
26.13,2,2,13,0.08,0.05,0.07,-0.003846154,0,0
26.19,2,2,13,0.08,0.05,0.06,-0.007692308,0,0
26.19,2,2,12,0.08,0.05,0.05,-0.011538462,0,0
26.19,2,2,12,0.07,0.05,0.05,-0.015384615,0,0
26.19,2,2,12,0.08,0.05,0.06,-0.019230769,0,0
26.13,2,2,11,0.07,0.05,0.06,-0.023076923,0,0
26.13,2,2,11,0.08,0.04,0.07,-0.026923077,0,0
26.13,2,2,11,0.08,0.05,0.06,-0.030769231,0,0
26.06,2,2,11,0.08,0.05,0.06,-0.034615385,0,0
26.13,2,2,10,0.07,0.05,0.06,-0.038461538,0,0
26.25,2,2,10,0.07,0.05,0.06,-0.042307692,0,0
26.13,2,2,10,0.08,0.05,0.06,-0.046153846,0,0
26.19,1,2,10,0.08,0.06,0.06,0,0,0
26.19,1,2,10,0.08,0.06,0.06,0,0,0
26.19,1,2,10,0.07,0.05,0.06,0,0,0
26.19,1,1,10,0.08,0.05,0.06,0,0,0
26.19,1,1,10,0.08,0.05,0.06,0,0,0
26.19,1,1,10,0.08,0.06,0.06,0,0,0
26.19,1,1,9,0.08,0.05,0.05,0,0,0
26.19,1,1,9,0.08,0.04,0.06,0,0,0
26.13,1,1,9,0.08,0.05,0.06,0,0,0
26.19,1,1,9,0.08,0.06,0.07,0,0,0
26.19,1,1,9,0.08,0.05,0.06,0,0,0
26.19,1,1,8,0.08,0.05,0.06,0,0,0
26.13,1,1,8,0.07,0.05,0.06,0,0,0
26.13,1,1,8,0.08,0.05,0.06,0,0,0
26.13,1,1,8,0.08,0.05,0.06,0,0,0
26.19,1,1,8,0.07,0.05,0.06,0,0,0
26.13,1,1,7,0.07,0.05,0.06,0,0,0
26.13,1,1,7,0.07,0.06,0.06,0,0,0
26.19,1,1,7,0.08,0.05,0.06,0,0,0
26.13,1,1,7,0.08,0.05,0.05,0,0,0
26.06,1,1,7,0.08,0.05,0.07,0,0,0
26.13,1,1,7,0.08,0.05,0.07,0,0,0
26.06,1,1,7,0.08,0.05,0.06,0,0,0
26.13,1,1,7,0.08,0.06,0.06,0,0,0
26.19,1,1,6,0.08,0.06,0.06,0,0,0
26.13,0,1,6,0.07,0.05,0.07,0,0,0
26.06,1,1,6,0.07,0.05,0.05,0,0,0
26.13,1,1,6,0.08,0.05,0.06,0,0,0
26.13,0,0,6,0.07,0.05,0.06,0,0,0
26.19,0,1,6,0.08,0.06,0.06,0,0,0
26.13,0,0,5,0.08,0.04,0.06,0,0,0
26.13,0,0,5,0.08,0.05,0.07,0,0,0
26.13,0,0,5,0.1,0.05,0.07,0,0,0
26.13,0,0,5,0.11,0.05,0.06,0,0,0
26.13,0,0,5,0.08,0.11,0.16,0,0,0
26.13,0,0,5,0.08,0.05,0.07,0,0,0
26.19,0,0,5,0.07,0.05,0.06,0,0,0
26.19,0,0,5,0.08,0.04,0.06,0,0,0
26.13,0,0,5,0.08,0.05,0.06,0,0,0
26.06,0,0,5,0.08,0.05,0.06,0,0,0
26.13,0,0,5,0.08,0.05,0.06,0,0,0
26.13,0,0,5,0.08,0.05,0.06,0,0,0
26.13,0,0,5,0.08,0.06,0.06,0,0,0
26.06,0,0,5,0.07,0.06,0.06,0,0,0
26.06,0,0,4,0.08,0.05,0.07,0,0,0
26.06,0,0,4,0.08,0.06,0.06,0,0,0
26.13,0,0,4,0.08,0.05,0.05,0,0,0
26.13,0,0,4,0.08,0.06,0.06,0,0,0
26.13,0,0,4,0.08,0.04,0.07,0,0,0
26.13,0,0,4,0.07,0.05,0.06,0,0,0
26.13,0,0,4,0.07,0.05,0.06,0,0,0
26.06,0,0,4,0.08,0.05,0.06,0,0,0
26.13,0,0,3,0.08,0.05,0.06,0,0,0
26.06,0,0,3,0.08,0.05,0.07,0,0,0
26.13,0,0,3,0.08,0.06,0.06,0,0,0
26.19,0,0,3,0.09,0.05,0.06,0,0,0
26.13,0,0,3,0.07,0.05,0.07,0,0,0
26.13,0,0,3,0.08,0.05,0.06,0,0,0
26.13,0,0,3,0.08,0.05,0.06,0,0,0
26.06,0,0,3,0.07,0.05,0.06,0,0,0
26.06,0,0,3,0.07,0.04,0.06,0,0,0
26.13,0,0,2,0.08,0.05,0.06,0,0,0
26.13,0,0,2,0.08,0.06,0.06,0,0,0
26.06,0,0,2,0.08,0.05,0.07,0,0,0
26.19,0,0,2,0.08,0.06,0.07,0,0,0
26.13,0,0,2,0.08,0.05,0.06,0,0,0
26.13,0,0,2,0.08,0.06,0.06,0,0,0
26.13,0,0,2,0.07,0.05,0.06,0,0,0
26.06,0,0,2,0.08,0.06,0.07,0,0,0
26.19,0,0,2,0.07,0.05,0.06,0.046153846,0,0
26.13,0,0,2,0.08,0.05,0.06,0.042307692,0,0
26.13,0,0,1,0.08,0.05,0.06,0.038461538,0,0
26.06,0,0,1,0.08,0.05,0.06,0.034615385,0,0
26.06,0,0,1,0.08,0.05,0.07,0.030769231,0,0
26.06,0,0,1,0.08,0.06,0.07,0.026923077,0,0
26.06,0,0,1,0.08,0.05,0.06,0.023076923,0,0
26.13,0,0,1,0.11,0.11,0.14,0.019230769,0,0
26.06,0,0,1,0.08,0.05,0.06,0.015384615,0,0
26.06,0,0,1,0.08,0.06,0.06,0.011538462,0,0
26.06,0,0,1,0.08,0.05,0.07,0.007692308,0,0
26.06,0,0,1,0.08,0.06,0.06,0.003846154,0,0
26.06,0,0,1,0.08,0.05,0.06,-7.70E-19,0,0
26.19,0,0,1,0.08,0.08,0.07,-0.003846154,0,0
26.13,0,0,1,0.07,0.05,0.07,-0.007692308,0,0
26.13,0,0,0,0.08,0.06,0.06,-0.011538462,0,0
26.06,0,0,0,0.08,0.07,0.07,-0.015384615,0,0
26.06,0,0,0,0.08,0.08,0.08,-0.019230769,0,0
26.06,0,0,0,0.11,0.33,0.37,-0.023076923,0,0
26,0,0,0,0.08,0.05,0.06,-0.026923077,0,0
26.13,0,0,0,0.08,0.05,0.06,-0.030769231,0,0
26.06,0,0,0,0.08,0.05,0.06,-0.034615385,0,0
26.06,0,0,0,0.09,0.07,0.07,-0.038461538,0,0
26.06,0,0,0,0.08,0.05,0.06,-0.042307692,0,0
26.13,0,0,0,0.08,0.05,0.07,-0.046153846,0,0
26.06,0,0,0,0.07,0.06,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.05,0,0,0
26.06,0,0,0,0.07,0.05,0.07,0,0,0
26.13,0,0,0,0.08,0.05,0.06,0,0,0
26.13,0,0,0,0.08,0.05,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.07,0,0,0
26.13,0,0,0,0.08,0.06,0.07,0,0,0
26.06,0,0,0,0.07,0.05,0.06,0,0,0
26.13,0,0,0,0.08,0.05,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.06,0,0,0
26.13,0,0,0,0.08,0.06,0.07,0,0,0
26.19,0,0,0,0.08,0.05,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.06,0,0,0
26.06,0,0,0,0.08,0.06,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.05,0,0,0
26.06,0,0,0,0.08,0.05,0.06,0,0,0
26.06,0,0,0,0.08,0.05,0.06,0,1,0
26.06,0,0,0,0.07,0.05,0.06,0,1,0
26.06,0,0,0,0.08,0.06,0.06,0,1,0
26,0,0,0,0.07,0.05,0.05,0,0,0
26,0,0,0,0.08,0.06,0.06,0,0,0
26,0,0,0,0.08,0.05,0.06,0,0,0
26,0,0,0,0.08,0.05,0.06,0,0,0
